filename,label
ILSVRC2012_val_00026261.JPEG,40
ILSVRC2012_val_00033263.JPEG,24
ILSVRC2012_val_00005470.JPEG,8
ILSVRC2012_val_00027666.JPEG,12
ILSVRC2012_val_00004089.JPEG,24
ILSVRC2012_val_00026589.JPEG,12
ILSVRC2012_val_00047104.JPEG,40
ILSVRC2012_val_00036237.JPEG,8
ILSVRC2012_val_00047631.JPEG,24
ILSVRC2012_val_00040421.JPEG,10
ILSVRC2012_val_00014274.JPEG,10
ILSVRC2012_val_00023140.JPEG,8
ILSVRC2012_val_00017979.JPEG,20
ILSVRC2012_val_00023009.JPEG,20
ILSVRC2012_val_00037506.JPEG,30
ILSVRC2012_val_00010431.JPEG,20
ILSVRC2012_val_00010241.JPEG,8
ILSVRC2012_val_00045677.JPEG,24
ILSVRC2012_val_00002374.JPEG,16
ILSVRC2012_val_00014837.JPEG,24
ILSVRC2012_val_00031846.JPEG,8
ILSVRC2012_val_00007302.JPEG,16
ILSVRC2012_val_00024965.JPEG,30
ILSVRC2012_val_00007999.JPEG,24
ILSVRC2012_val_00022197.JPEG,10
ILSVRC2012_val_00029075.JPEG,20
ILSVRC2012_val_00030707.JPEG,10
ILSVRC2012_val_00032040.JPEG,40
ILSVRC2012_val_00012351.JPEG,16
ILSVRC2012_val_00018356.JPEG,8
ILSVRC2012_val_00031412.JPEG,10
ILSVRC2012_val_00011386.JPEG,16
ILSVRC2012_val_00019184.JPEG,12
ILSVRC2012_val_00015696.JPEG,30
ILSVRC2012_val_00028861.JPEG,20
ILSVRC2012_val_00048312.JPEG,8
ILSVRC2012_val_00009307.JPEG,16
ILSVRC2012_val_00005961.JPEG,30
ILSVRC2012_val_00004384.JPEG,30
ILSVRC2012_val_00025302.JPEG,24
ILSVRC2012_val_00041448.JPEG,10
ILSVRC2012_val_00032759.JPEG,8
ILSVRC2012_val_00018306.JPEG,8
ILSVRC2012_val_00048397.JPEG,10
ILSVRC2012_val_00024408.JPEG,20
ILSVRC2012_val_00042993.JPEG,8
ILSVRC2012_val_00027577.JPEG,20
ILSVRC2012_val_00031998.JPEG,20
ILSVRC2012_val_00035388.JPEG,20
ILSVRC2012_val_00033644.JPEG,20
ILSVRC2012_val_00046396.JPEG,16
ILSVRC2012_val_00033234.JPEG,30
ILSVRC2012_val_00032388.JPEG,40
ILSVRC2012_val_00041693.JPEG,40
ILSVRC2012_val_00010619.JPEG,8
ILSVRC2012_val_00014623.JPEG,12
ILSVRC2012_val_00017443.JPEG,20
ILSVRC2012_val_00034928.JPEG,10
ILSVRC2012_val_00010773.JPEG,12
ILSVRC2012_val_00011526.JPEG,8
ILSVRC2012_val_00040324.JPEG,16
ILSVRC2012_val_00038899.JPEG,20
ILSVRC2012_val_00036894.JPEG,20
ILSVRC2012_val_00031268.JPEG,8
ILSVRC2012_val_00033227.JPEG,30
ILSVRC2012_val_00034968.JPEG,8
ILSVRC2012_val_00021713.JPEG,40
ILSVRC2012_val_00007242.JPEG,8
ILSVRC2012_val_00042259.JPEG,12
ILSVRC2012_val_00022350.JPEG,24
ILSVRC2012_val_00018958.JPEG,40
ILSVRC2012_val_00025715.JPEG,40
ILSVRC2012_val_00013631.JPEG,8
ILSVRC2012_val_00038844.JPEG,8
ILSVRC2012_val_00008056.JPEG,16
ILSVRC2012_val_00008405.JPEG,40
ILSVRC2012_val_00030325.JPEG,10
ILSVRC2012_val_00002658.JPEG,16
ILSVRC2012_val_00028232.JPEG,40
ILSVRC2012_val_00019381.JPEG,10
ILSVRC2012_val_00038922.JPEG,8
ILSVRC2012_val_00007779.JPEG,20
ILSVRC2012_val_00021952.JPEG,10
ILSVRC2012_val_00035902.JPEG,24
ILSVRC2012_val_00007705.JPEG,20
ILSVRC2012_val_00034332.JPEG,12
ILSVRC2012_val_00031769.JPEG,20
ILSVRC2012_val_00003648.JPEG,8
ILSVRC2012_val_00029571.JPEG,12
ILSVRC2012_val_00003163.JPEG,8
ILSVRC2012_val_00031775.JPEG,12
ILSVRC2012_val_00011218.JPEG,40
ILSVRC2012_val_00023993.JPEG,10
ILSVRC2012_val_00025434.JPEG,8
ILSVRC2012_val_00046935.JPEG,16
ILSVRC2012_val_00039789.JPEG,8
ILSVRC2012_val_00036883.JPEG,10
ILSVRC2012_val_00032234.JPEG,16
ILSVRC2012_val_00039100.JPEG,20
ILSVRC2012_val_00042581.JPEG,8
ILSVRC2012_val_00001286.JPEG,20
ILSVRC2012_val_00011580.JPEG,20
ILSVRC2012_val_00002939.JPEG,24
ILSVRC2012_val_00023483.JPEG,16
ILSVRC2012_val_00047809.JPEG,40
ILSVRC2012_val_00042813.JPEG,30
ILSVRC2012_val_00025512.JPEG,10
ILSVRC2012_val_00031436.JPEG,20
ILSVRC2012_val_00007916.JPEG,30
ILSVRC2012_val_00012072.JPEG,10
ILSVRC2012_val_00041836.JPEG,40
ILSVRC2012_val_00042484.JPEG,8
ILSVRC2012_val_00038386.JPEG,30
ILSVRC2012_val_00029841.JPEG,16
ILSVRC2012_val_00032343.JPEG,40
ILSVRC2012_val_00024559.JPEG,12
ILSVRC2012_val_00019071.JPEG,12
ILSVRC2012_val_00047412.JPEG,20
ILSVRC2012_val_00012323.JPEG,8
ILSVRC2012_val_00001481.JPEG,10
ILSVRC2012_val_00005560.JPEG,24
ILSVRC2012_val_00045655.JPEG,16
ILSVRC2012_val_00036101.JPEG,8
ILSVRC2012_val_00038060.JPEG,8
ILSVRC2012_val_00005334.JPEG,30
ILSVRC2012_val_00038939.JPEG,20
ILSVRC2012_val_00039433.JPEG,20
ILSVRC2012_val_00021236.JPEG,12
ILSVRC2012_val_00037113.JPEG,24
ILSVRC2012_val_00030460.JPEG,8
ILSVRC2012_val_00014239.JPEG,24
ILSVRC2012_val_00046808.JPEG,10
ILSVRC2012_val_00043904.JPEG,10
ILSVRC2012_val_00020596.JPEG,24
ILSVRC2012_val_00037884.JPEG,8
ILSVRC2012_val_00034492.JPEG,40
ILSVRC2012_val_00047533.JPEG,24
ILSVRC2012_val_00030290.JPEG,16
ILSVRC2012_val_00035542.JPEG,20
ILSVRC2012_val_00004663.JPEG,24
ILSVRC2012_val_00045119.JPEG,12
ILSVRC2012_val_00047385.JPEG,10
ILSVRC2012_val_00046865.JPEG,16
ILSVRC2012_val_00019528.JPEG,30
ILSVRC2012_val_00015467.JPEG,8
ILSVRC2012_val_00029017.JPEG,30
ILSVRC2012_val_00013476.JPEG,30
ILSVRC2012_val_00034919.JPEG,12
ILSVRC2012_val_00046022.JPEG,8
ILSVRC2012_val_00047103.JPEG,16
ILSVRC2012_val_00041500.JPEG,8
ILSVRC2012_val_00035160.JPEG,40
ILSVRC2012_val_00009355.JPEG,40
ILSVRC2012_val_00037259.JPEG,30
ILSVRC2012_val_00034572.JPEG,20
ILSVRC2012_val_00008814.JPEG,8
ILSVRC2012_val_00018546.JPEG,10
ILSVRC2012_val_00028247.JPEG,30
ILSVRC2012_val_00022164.JPEG,30
ILSVRC2012_val_00029264.JPEG,30
ILSVRC2012_val_00034476.JPEG,20
ILSVRC2012_val_00014189.JPEG,12
ILSVRC2012_val_00027435.JPEG,40
ILSVRC2012_val_00035738.JPEG,8
ILSVRC2012_val_00011881.JPEG,30
ILSVRC2012_val_00035514.JPEG,10
ILSVRC2012_val_00013853.JPEG,8
ILSVRC2012_val_00042510.JPEG,10
ILSVRC2012_val_00013512.JPEG,20
ILSVRC2012_val_00016077.JPEG,20
ILSVRC2012_val_00048952.JPEG,40
ILSVRC2012_val_00009269.JPEG,8
ILSVRC2012_val_00008198.JPEG,40
ILSVRC2012_val_00040881.JPEG,20
ILSVRC2012_val_00040467.JPEG,30
ILSVRC2012_val_00048744.JPEG,10
ILSVRC2012_val_00007892.JPEG,20
ILSVRC2012_val_00003368.JPEG,16
ILSVRC2012_val_00029799.JPEG,10
ILSVRC2012_val_00022476.JPEG,10
ILSVRC2012_val_00007485.JPEG,16
ILSVRC2012_val_00048777.JPEG,40
ILSVRC2012_val_00035697.JPEG,20
ILSVRC2012_val_00036240.JPEG,20
ILSVRC2012_val_00049024.JPEG,10
ILSVRC2012_val_00032513.JPEG,16
ILSVRC2012_val_00044358.JPEG,24
ILSVRC2012_val_00048087.JPEG,24
ILSVRC2012_val_00011834.JPEG,20
ILSVRC2012_val_00045991.JPEG,30
ILSVRC2012_val_00042436.JPEG,24
ILSVRC2012_val_00011379.JPEG,10
ILSVRC2012_val_00027777.JPEG,20
ILSVRC2012_val_00024413.JPEG,16
ILSVRC2012_val_00014137.JPEG,16
ILSVRC2012_val_00013148.JPEG,20
ILSVRC2012_val_00041251.JPEG,24
ILSVRC2012_val_00044550.JPEG,24
ILSVRC2012_val_00012381.JPEG,8
ILSVRC2012_val_00047957.JPEG,24
ILSVRC2012_val_00044406.JPEG,24
ILSVRC2012_val_00043156.JPEG,30
ILSVRC2012_val_00022057.JPEG,40
ILSVRC2012_val_00026694.JPEG,12
ILSVRC2012_val_00008238.JPEG,16
ILSVRC2012_val_00045374.JPEG,10
ILSVRC2012_val_00045019.JPEG,10
ILSVRC2012_val_00024663.JPEG,8
ILSVRC2012_val_00013355.JPEG,8
ILSVRC2012_val_00049931.JPEG,8
ILSVRC2012_val_00002212.JPEG,12
ILSVRC2012_val_00013553.JPEG,30
ILSVRC2012_val_00019696.JPEG,24
ILSVRC2012_val_00014915.JPEG,20
ILSVRC2012_val_00025227.JPEG,40
ILSVRC2012_val_00007437.JPEG,16
ILSVRC2012_val_00020018.JPEG,10
ILSVRC2012_val_00024977.JPEG,24
ILSVRC2012_val_00043740.JPEG,16
ILSVRC2012_val_00017726.JPEG,24
ILSVRC2012_val_00006038.JPEG,10
ILSVRC2012_val_00043826.JPEG,20
ILSVRC2012_val_00001835.JPEG,20
ILSVRC2012_val_00009729.JPEG,30
ILSVRC2012_val_00049547.JPEG,16
ILSVRC2012_val_00041732.JPEG,24
ILSVRC2012_val_00003635.JPEG,10
ILSVRC2012_val_00045527.JPEG,24
ILSVRC2012_val_00004043.JPEG,12
ILSVRC2012_val_00043123.JPEG,10
ILSVRC2012_val_00049084.JPEG,10
ILSVRC2012_val_00027220.JPEG,20
ILSVRC2012_val_00019271.JPEG,40
ILSVRC2012_val_00042772.JPEG,12
ILSVRC2012_val_00042020.JPEG,8
ILSVRC2012_val_00018977.JPEG,20
ILSVRC2012_val_00024764.JPEG,12
ILSVRC2012_val_00047062.JPEG,12
ILSVRC2012_val_00024239.JPEG,10
ILSVRC2012_val_00036380.JPEG,30
ILSVRC2012_val_00038033.JPEG,12
ILSVRC2012_val_00016208.JPEG,24
ILSVRC2012_val_00034362.JPEG,12
ILSVRC2012_val_00035378.JPEG,24
ILSVRC2012_val_00003751.JPEG,40
ILSVRC2012_val_00016928.JPEG,12
ILSVRC2012_val_00018581.JPEG,20
ILSVRC2012_val_00012839.JPEG,24
ILSVRC2012_val_00000051.JPEG,24
ILSVRC2012_val_00034760.JPEG,8
ILSVRC2012_val_00022511.JPEG,30
ILSVRC2012_val_00024832.JPEG,16
ILSVRC2012_val_00041632.JPEG,10
ILSVRC2012_val_00006815.JPEG,40
ILSVRC2012_val_00022680.JPEG,10
ILSVRC2012_val_00049407.JPEG,30
ILSVRC2012_val_00048070.JPEG,10
ILSVRC2012_val_00031820.JPEG,30
ILSVRC2012_val_00049788.JPEG,20
ILSVRC2012_val_00029601.JPEG,30
ILSVRC2012_val_00009061.JPEG,20
ILSVRC2012_val_00021411.JPEG,20
ILSVRC2012_val_00045816.JPEG,8
ILSVRC2012_val_00033445.JPEG,10
ILSVRC2012_val_00047609.JPEG,20
ILSVRC2012_val_00028901.JPEG,30
ILSVRC2012_val_00005667.JPEG,12
ILSVRC2012_val_00026180.JPEG,8
ILSVRC2012_val_00047884.JPEG,20
ILSVRC2012_val_00027307.JPEG,40
ILSVRC2012_val_00044448.JPEG,10
ILSVRC2012_val_00006107.JPEG,40
ILSVRC2012_val_00017005.JPEG,40
ILSVRC2012_val_00027184.JPEG,10
ILSVRC2012_val_00037267.JPEG,30
ILSVRC2012_val_00003986.JPEG,10
ILSVRC2012_val_00047812.JPEG,12
ILSVRC2012_val_00010661.JPEG,12
ILSVRC2012_val_00027058.JPEG,10
ILSVRC2012_val_00003033.JPEG,8
ILSVRC2012_val_00001767.JPEG,8
ILSVRC2012_val_00010972.JPEG,20
ILSVRC2012_val_00012183.JPEG,20
ILSVRC2012_val_00027022.JPEG,10
ILSVRC2012_val_00030959.JPEG,8
ILSVRC2012_val_00049237.JPEG,12
ILSVRC2012_val_00033658.JPEG,20
ILSVRC2012_val_00001782.JPEG,30
ILSVRC2012_val_00036686.JPEG,30
ILSVRC2012_val_00037025.JPEG,40
ILSVRC2012_val_00005206.JPEG,12
ILSVRC2012_val_00013102.JPEG,10
ILSVRC2012_val_00032397.JPEG,20
ILSVRC2012_val_00049115.JPEG,10
ILSVRC2012_val_00030699.JPEG,12
ILSVRC2012_val_00019862.JPEG,8
ILSVRC2012_val_00026585.JPEG,8
ILSVRC2012_val_00010958.JPEG,10
ILSVRC2012_val_00047142.JPEG,10
ILSVRC2012_val_00049131.JPEG,16
ILSVRC2012_val_00012674.JPEG,20
ILSVRC2012_val_00041379.JPEG,16
ILSVRC2012_val_00012312.JPEG,30
ILSVRC2012_val_00015440.JPEG,40
ILSVRC2012_val_00009436.JPEG,40
ILSVRC2012_val_00002165.JPEG,40
ILSVRC2012_val_00016244.JPEG,8
ILSVRC2012_val_00008359.JPEG,30
ILSVRC2012_val_00047408.JPEG,40
ILSVRC2012_val_00028119.JPEG,10
ILSVRC2012_val_00034943.JPEG,12
ILSVRC2012_val_00046108.JPEG,24
ILSVRC2012_val_00039833.JPEG,20
ILSVRC2012_val_00012029.JPEG,20
ILSVRC2012_val_00022541.JPEG,40
ILSVRC2012_val_00014606.JPEG,30
ILSVRC2012_val_00043312.JPEG,10
ILSVRC2012_val_00031010.JPEG,16
ILSVRC2012_val_00040973.JPEG,20
ILSVRC2012_val_00034240.JPEG,24
ILSVRC2012_val_00038128.JPEG,16
ILSVRC2012_val_00015080.JPEG,10
ILSVRC2012_val_00000658.JPEG,24
ILSVRC2012_val_00015653.JPEG,10
ILSVRC2012_val_00006966.JPEG,8
ILSVRC2012_val_00002233.JPEG,16
ILSVRC2012_val_00026976.JPEG,8
ILSVRC2012_val_00011696.JPEG,20
ILSVRC2012_val_00021405.JPEG,24
ILSVRC2012_val_00010775.JPEG,24
ILSVRC2012_val_00016183.JPEG,30
ILSVRC2012_val_00035493.JPEG,40
ILSVRC2012_val_00007703.JPEG,16
ILSVRC2012_val_00022304.JPEG,20
ILSVRC2012_val_00019249.JPEG,40
ILSVRC2012_val_00049859.JPEG,10
ILSVRC2012_val_00028506.JPEG,8
ILSVRC2012_val_00023765.JPEG,12
ILSVRC2012_val_00035900.JPEG,30
ILSVRC2012_val_00004984.JPEG,40
ILSVRC2012_val_00023050.JPEG,40
ILSVRC2012_val_00031441.JPEG,30
ILSVRC2012_val_00026282.JPEG,20
ILSVRC2012_val_00008480.JPEG,8
ILSVRC2012_val_00033902.JPEG,40
ILSVRC2012_val_00048508.JPEG,30
ILSVRC2012_val_00011042.JPEG,12
ILSVRC2012_val_00047347.JPEG,16
ILSVRC2012_val_00036919.JPEG,10
ILSVRC2012_val_00001672.JPEG,8
ILSVRC2012_val_00041555.JPEG,30
ILSVRC2012_val_00021795.JPEG,12
ILSVRC2012_val_00038859.JPEG,30
ILSVRC2012_val_00020160.JPEG,20
ILSVRC2012_val_00036733.JPEG,40
ILSVRC2012_val_00029023.JPEG,8
ILSVRC2012_val_00022305.JPEG,24
ILSVRC2012_val_00031006.JPEG,10
ILSVRC2012_val_00021468.JPEG,12
ILSVRC2012_val_00028635.JPEG,8
ILSVRC2012_val_00015821.JPEG,24
ILSVRC2012_val_00041863.JPEG,24
ILSVRC2012_val_00037415.JPEG,10
ILSVRC2012_val_00018654.JPEG,20
ILSVRC2012_val_00035990.JPEG,16
ILSVRC2012_val_00029259.JPEG,30
ILSVRC2012_val_00036819.JPEG,20
ILSVRC2012_val_00009256.JPEG,10
ILSVRC2012_val_00035938.JPEG,8
ILSVRC2012_val_00032685.JPEG,24
ILSVRC2012_val_00007681.JPEG,16
ILSVRC2012_val_00006753.JPEG,8
ILSVRC2012_val_00015175.JPEG,8
ILSVRC2012_val_00026457.JPEG,30
ILSVRC2012_val_00045168.JPEG,24
ILSVRC2012_val_00036699.JPEG,8
ILSVRC2012_val_00016904.JPEG,10
ILSVRC2012_val_00030760.JPEG,24
ILSVRC2012_val_00028365.JPEG,40
ILSVRC2012_val_00009844.JPEG,20
ILSVRC2012_val_00013312.JPEG,30
ILSVRC2012_val_00006855.JPEG,16
ILSVRC2012_val_00027280.JPEG,8
ILSVRC2012_val_00049507.JPEG,16
ILSVRC2012_val_00040018.JPEG,24
ILSVRC2012_val_00041790.JPEG,10
ILSVRC2012_val_00022119.JPEG,10
ILSVRC2012_val_00048603.JPEG,12
ILSVRC2012_val_00023521.JPEG,20
ILSVRC2012_val_00009607.JPEG,40
ILSVRC2012_val_00049662.JPEG,12
ILSVRC2012_val_00007702.JPEG,12
ILSVRC2012_val_00044552.JPEG,12
ILSVRC2012_val_00047729.JPEG,16
ILSVRC2012_val_00042498.JPEG,24
ILSVRC2012_val_00045777.JPEG,16
ILSVRC2012_val_00006508.JPEG,16
ILSVRC2012_val_00013203.JPEG,8
ILSVRC2012_val_00044483.JPEG,12
ILSVRC2012_val_00034841.JPEG,24
ILSVRC2012_val_00017755.JPEG,20
ILSVRC2012_val_00029966.JPEG,12
ILSVRC2012_val_00031034.JPEG,10
ILSVRC2012_val_00021969.JPEG,30
ILSVRC2012_val_00041784.JPEG,12
ILSVRC2012_val_00020711.JPEG,20
ILSVRC2012_val_00022386.JPEG,24
ILSVRC2012_val_00011210.JPEG,30
ILSVRC2012_val_00008604.JPEG,20
ILSVRC2012_val_00009114.JPEG,16
ILSVRC2012_val_00047420.JPEG,30
ILSVRC2012_val_00021263.JPEG,30
ILSVRC2012_val_00018110.JPEG,12
ILSVRC2012_val_00049551.JPEG,40
ILSVRC2012_val_00046859.JPEG,16
ILSVRC2012_val_00049188.JPEG,10
ILSVRC2012_val_00033324.JPEG,12
ILSVRC2012_val_00026048.JPEG,8
ILSVRC2012_val_00045366.JPEG,12
ILSVRC2012_val_00007673.JPEG,8
ILSVRC2012_val_00026110.JPEG,12
ILSVRC2012_val_00044102.JPEG,20
ILSVRC2012_val_00023798.JPEG,30
ILSVRC2012_val_00044763.JPEG,20
ILSVRC2012_val_00035970.JPEG,20
ILSVRC2012_val_00022453.JPEG,12
ILSVRC2012_val_00003789.JPEG,16
ILSVRC2012_val_00025078.JPEG,20
ILSVRC2012_val_00010356.JPEG,30
ILSVRC2012_val_00021210.JPEG,12
ILSVRC2012_val_00041405.JPEG,40
ILSVRC2012_val_00022315.JPEG,12
ILSVRC2012_val_00010221.JPEG,8
ILSVRC2012_val_00040326.JPEG,40
ILSVRC2012_val_00029282.JPEG,40
ILSVRC2012_val_00005776.JPEG,10
ILSVRC2012_val_00014840.JPEG,12
ILSVRC2012_val_00017337.JPEG,40
ILSVRC2012_val_00005534.JPEG,24
ILSVRC2012_val_00036156.JPEG,24
ILSVRC2012_val_00007471.JPEG,10
ILSVRC2012_val_00013790.JPEG,24
ILSVRC2012_val_00027311.JPEG,8
ILSVRC2012_val_00012558.JPEG,10
ILSVRC2012_val_00024770.JPEG,40
ILSVRC2012_val_00008484.JPEG,10
ILSVRC2012_val_00047804.JPEG,40
ILSVRC2012_val_00002179.JPEG,30
ILSVRC2012_val_00010514.JPEG,40
ILSVRC2012_val_00012326.JPEG,16
ILSVRC2012_val_00000367.JPEG,10
ILSVRC2012_val_00044309.JPEG,24
ILSVRC2012_val_00040695.JPEG,8
ILSVRC2012_val_00013713.JPEG,12
ILSVRC2012_val_00047020.JPEG,10
ILSVRC2012_val_00048491.JPEG,20
ILSVRC2012_val_00023806.JPEG,24
ILSVRC2012_val_00001866.JPEG,24
ILSVRC2012_val_00018428.JPEG,16
ILSVRC2012_val_00033336.JPEG,24
ILSVRC2012_val_00001963.JPEG,24
ILSVRC2012_val_00031510.JPEG,20
ILSVRC2012_val_00007547.JPEG,30
ILSVRC2012_val_00043849.JPEG,8
ILSVRC2012_val_00046049.JPEG,24
ILSVRC2012_val_00029622.JPEG,12
ILSVRC2012_val_00006879.JPEG,12
ILSVRC2012_val_00043249.JPEG,30
ILSVRC2012_val_00038291.JPEG,20
ILSVRC2012_val_00007781.JPEG,10
ILSVRC2012_val_00028577.JPEG,30
ILSVRC2012_val_00017136.JPEG,8
ILSVRC2012_val_00016755.JPEG,40
ILSVRC2012_val_00023320.JPEG,20
ILSVRC2012_val_00039874.JPEG,8
ILSVRC2012_val_00003662.JPEG,30
ILSVRC2012_val_00035631.JPEG,8
ILSVRC2012_val_00032505.JPEG,16
ILSVRC2012_val_00002284.JPEG,40
ILSVRC2012_val_00020113.JPEG,20
ILSVRC2012_val_00040793.JPEG,20
ILSVRC2012_val_00027194.JPEG,10
ILSVRC2012_val_00001028.JPEG,30
ILSVRC2012_val_00022027.JPEG,40
ILSVRC2012_val_00047180.JPEG,24
ILSVRC2012_val_00011153.JPEG,12
ILSVRC2012_val_00039149.JPEG,30
ILSVRC2012_val_00017625.JPEG,8
ILSVRC2012_val_00017261.JPEG,16
ILSVRC2012_val_00017604.JPEG,12
ILSVRC2012_val_00032464.JPEG,30
ILSVRC2012_val_00009649.JPEG,12
ILSVRC2012_val_00005114.JPEG,20
ILSVRC2012_val_00035311.JPEG,8
ILSVRC2012_val_00046840.JPEG,16
ILSVRC2012_val_00011104.JPEG,16
ILSVRC2012_val_00000957.JPEG,30
ILSVRC2012_val_00005224.JPEG,24
ILSVRC2012_val_00030775.JPEG,8
ILSVRC2012_val_00026820.JPEG,12
ILSVRC2012_val_00037697.JPEG,8
ILSVRC2012_val_00005610.JPEG,20
ILSVRC2012_val_00001302.JPEG,10
ILSVRC2012_val_00004814.JPEG,16
ILSVRC2012_val_00032904.JPEG,24
ILSVRC2012_val_00044643.JPEG,40
ILSVRC2012_val_00046234.JPEG,10
ILSVRC2012_val_00006022.JPEG,12
ILSVRC2012_val_00010404.JPEG,24
ILSVRC2012_val_00013094.JPEG,30
ILSVRC2012_val_00042348.JPEG,24
ILSVRC2012_val_00011286.JPEG,30
ILSVRC2012_val_00005476.JPEG,16
ILSVRC2012_val_00018548.JPEG,30
ILSVRC2012_val_00000147.JPEG,8
ILSVRC2012_val_00034641.JPEG,24
ILSVRC2012_val_00036238.JPEG,30
ILSVRC2012_val_00022666.JPEG,10
ILSVRC2012_val_00045477.JPEG,12
ILSVRC2012_val_00037707.JPEG,8
ILSVRC2012_val_00043445.JPEG,8
ILSVRC2012_val_00024405.JPEG,8
ILSVRC2012_val_00000156.JPEG,40
ILSVRC2012_val_00042173.JPEG,10
ILSVRC2012_val_00030144.JPEG,30
ILSVRC2012_val_00003297.JPEG,16
ILSVRC2012_val_00003429.JPEG,8
ILSVRC2012_val_00019505.JPEG,12
ILSVRC2012_val_00018168.JPEG,30
ILSVRC2012_val_00001874.JPEG,20
ILSVRC2012_val_00011946.JPEG,40
ILSVRC2012_val_00031236.JPEG,24
ILSVRC2012_val_00037385.JPEG,12
ILSVRC2012_val_00040766.JPEG,8
ILSVRC2012_val_00036701.JPEG,24
ILSVRC2012_val_00044365.JPEG,16
ILSVRC2012_val_00033501.JPEG,10
ILSVRC2012_val_00016870.JPEG,40
ILSVRC2012_val_00025143.JPEG,16
ILSVRC2012_val_00000326.JPEG,10
ILSVRC2012_val_00047827.JPEG,12
ILSVRC2012_val_00005908.JPEG,16
ILSVRC2012_val_00010993.JPEG,20
ILSVRC2012_val_00012840.JPEG,40
ILSVRC2012_val_00005675.JPEG,30
ILSVRC2012_val_00045268.JPEG,12
ILSVRC2012_val_00001640.JPEG,8
ILSVRC2012_val_00018470.JPEG,16
ILSVRC2012_val_00023638.JPEG,20
ILSVRC2012_val_00025755.JPEG,16
ILSVRC2012_val_00017404.JPEG,8
ILSVRC2012_val_00022243.JPEG,10
ILSVRC2012_val_00038309.JPEG,8
ILSVRC2012_val_00002297.JPEG,10
ILSVRC2012_val_00012275.JPEG,30
ILSVRC2012_val_00023850.JPEG,16
ILSVRC2012_val_00035351.JPEG,10
ILSVRC2012_val_00040753.JPEG,10
ILSVRC2012_val_00015997.JPEG,12
ILSVRC2012_val_00042135.JPEG,8
ILSVRC2012_val_00025257.JPEG,10
ILSVRC2012_val_00012898.JPEG,10
ILSVRC2012_val_00030524.JPEG,16
ILSVRC2012_val_00026379.JPEG,12
ILSVRC2012_val_00042317.JPEG,20
ILSVRC2012_val_00026244.JPEG,20
ILSVRC2012_val_00048218.JPEG,8
ILSVRC2012_val_00046224.JPEG,40
ILSVRC2012_val_00039003.JPEG,20
ILSVRC2012_val_00000180.JPEG,8
ILSVRC2012_val_00001600.JPEG,40
ILSVRC2012_val_00044829.JPEG,8
ILSVRC2012_val_00004675.JPEG,8
ILSVRC2012_val_00033014.JPEG,24
ILSVRC2012_val_00011241.JPEG,8
ILSVRC2012_val_00008985.JPEG,30
ILSVRC2012_val_00040424.JPEG,12
ILSVRC2012_val_00047298.JPEG,20
ILSVRC2012_val_00000158.JPEG,40
