image_name,seq = 40,seq = 30,seq = 24,seq = 20,seq = 16,seq = 12,seq = 10,seq = 8,Best,max_min
ILSVRC2012_val_00038978.JPEG,0.5623529,0.0837942,0.081323124,0.05446477,0.04576583,0.059881043,0.09214422,0.10496112,seq = 40,0.51658707
ILSVRC2012_val_00019773.JPEG,0.82880604,0.65982765,0.7647835,0.78189784,0.57284445,0.6346981,0.31291214,0.45710957,seq = 40,0.5158939
ILSVRC2012_val_00024578.JPEG,0.72059864,0.27188593,0.2744977,0.26849946,0.20552713,0.26265028,0.28676724,0.24413034,seq = 40,0.51507151
ILSVRC2012_val_00017146.JPEG,0.61934525,0.18966407,0.22488423,0.25795585,0.15747674,0.25956225,0.13643172,0.10941501,seq = 40,0.50993024
ILSVRC2012_val_00022751.JPEG,0.6178233,0.26179582,0.25427112,0.25560546,0.16802707,0.20395699,0.10853242,0.14790463,seq = 40,0.50929088
ILSVRC2012_val_00048418.JPEG,0.5992063,0.15003142,0.17273727,0.09148309,0.13320278,0.13621971,0.15429093,0.2287943,seq = 40,0.50772321
ILSVRC2012_val_00015413.JPEG,0.75710076,0.30633122,0.25035742,0.34494257,0.31296033,0.28211182,0.30476892,0.26720557,seq = 40,0.5067433400000001
ILSVRC2012_val_00024172.JPEG,0.6485226,0.19734529,0.22112346,0.24168134,0.1444076,0.22184934,0.16642727,0.14601962,seq = 40,0.504115
ILSVRC2012_val_00036607.JPEG,0.67282045,0.20400278,0.16876912,0.23002759,0.23616925,0.47470075,0.27716196,0.6312181,seq = 40,0.50405133
ILSVRC2012_val_00020310.JPEG,0.59837765,0.26495606,0.22499941,0.2857852,0.31289354,0.16687106,0.09457976,0.16460994,seq = 40,0.50379789
ILSVRC2012_val_00003489.JPEG,0.5393068,0.24164101,0.21870266,0.27825394,0.15024236,0.116607144,0.16038245,0.038662948,seq = 40,0.500643852
ILSVRC2012_val_00014232.JPEG,0.5322068,0.42504022,0.44265574,0.21795344,0.18142287,0.2734196,0.14575985,0.031748045,seq = 40,0.5004587549999999
ILSVRC2012_val_00019283.JPEG,0.5000052,0.025877632,0.02542308,0.030538723,0.015364277,0.010708444,0.012523481,0.0062939883,seq = 40,0.49371121170000004
ILSVRC2012_val_00015345.JPEG,0.75470567,0.59656894,0.5539106,0.5818145,0.36721933,0.26796716,0.6788242,0.45529658,seq = 40,0.48673851
ILSVRC2012_val_00025222.JPEG,0.72671187,0.3579005,0.27783,0.24150512,0.28530583,0.24932317,0.47701272,0.422674,seq = 40,0.48520675
ILSVRC2012_val_00012135.JPEG,0.54151,0.07027598,0.056879807,0.06351914,0.060210705,0.058637343,0.063170195,0.09253109,seq = 40,0.48463019300000004
ILSVRC2012_val_00010218.JPEG,0.50346965,0.048732717,0.059416376,0.037540194,0.023667494,0.039524976,0.067204565,0.020601822,seq = 40,0.482867828
ILSVRC2012_val_00005527.JPEG,0.48573643,0.011583535,0.0070005544,0.00812865,0.006847286,0.013715465,0.008659366,0.0034256405,seq = 40,0.4823107895
ILSVRC2012_val_00039881.JPEG,0.6921007,0.55901605,0.5139187,0.5016953,0.49584022,0.47097906,0.43421274,0.21025509,seq = 40,0.48184561000000004
ILSVRC2012_val_00009766.JPEG,0.5091737,0.04285336,0.0339598,0.02989562,0.039674543,0.04726241,0.039057683,0.02800251,seq = 40,0.48117118999999997
ILSVRC2012_val_00027908.JPEG,0.53372896,0.07090556,0.08589014,0.072387464,0.07023658,0.053074334,0.08323634,0.114118524,seq = 40,0.48065462600000003
ILSVRC2012_val_00036228.JPEG,0.5533719,0.23524389,0.20042108,0.07543375,0.14251913,0.10805199,0.33283734,0.3834763,seq = 40,0.47793815000000006
ILSVRC2012_val_00011672.JPEG,0.6056409,0.13028695,0.1389721,0.1353975,0.17423722,0.15101202,0.18498005,0.27810463,seq = 40,0.47535395
ILSVRC2012_val_00025409.JPEG,0.5602311,0.11347453,0.14145681,0.08524212,0.092656545,0.12710659,0.1079996,0.30760074,seq = 40,0.47498898
ILSVRC2012_val_00013134.JPEG,0.5142377,0.26479906,0.27707005,0.28503773,0.11967499,0.17822577,0.2715013,0.041652817,seq = 40,0.472584883
ILSVRC2012_val_00023618.JPEG,0.5451762,0.19503771,0.1756543,0.16512918,0.13157393,0.1003652,0.07353662,0.14172256,seq = 40,0.47163958
ILSVRC2012_val_00001087.JPEG,0.66642666,0.47684214,0.48914596,0.57425,0.40810874,0.44434622,0.5705217,0.19627312,seq = 40,0.47015354
ILSVRC2012_val_00041368.JPEG,0.61906517,0.27564585,0.26143327,0.46127757,0.26450577,0.4634964,0.15053417,0.29565167,seq = 40,0.46853100000000003
ILSVRC2012_val_00029289.JPEG,0.5154855,0.29197916,0.22204436,0.28581315,0.1735975,0.25769335,0.048117317,0.06285983,seq = 40,0.46736818300000005
ILSVRC2012_val_00047995.JPEG,0.74611783,0.69465846,0.6457553,0.7389094,0.58410317,0.2788998,0.4766343,0.7186487,seq = 40,0.46721803
ILSVRC2012_val_00030167.JPEG,0.54282826,0.08129834,0.08635288,0.076616056,0.11025098,0.15696916,0.21008866,0.2676693,seq = 40,0.46621220399999996
ILSVRC2012_val_00005655.JPEG,0.4949412,0.030077517,0.07168829,0.030331802,0.10049828,0.07853354,0.1196749,0.12038118,seq = 40,0.464863683
ILSVRC2012_val_00032059.JPEG,0.72463524,0.37688604,0.43225694,0.4100035,0.47643867,0.38435206,0.34583995,0.26014373,seq = 40,0.46449151
ILSVRC2012_val_00019376.JPEG,0.63732356,0.2798944,0.33899426,0.17456666,0.27026913,0.19291961,0.34471688,0.2624352,seq = 40,0.4627569
ILSVRC2012_val_00036727.JPEG,0.67253953,0.25511616,0.26532713,0.29640067,0.31728548,0.21017526,0.22698875,0.27153972,seq = 40,0.46236427
ILSVRC2012_val_00042662.JPEG,0.7122974,0.6605173,0.62325114,0.63966036,0.5392283,0.55413085,0.45420074,0.25101298,seq = 40,0.46128442
ILSVRC2012_val_00046608.JPEG,0.6122995,0.59154284,0.5695305,0.3772534,0.34376812,0.39495385,0.48546657,0.15319838,seq = 40,0.45910112000000003
ILSVRC2012_val_00048224.JPEG,0.4947066,0.05751771,0.09583799,0.067976065,0.09682391,0.039457172,0.05626584,0.14065456,seq = 40,0.455249428
ILSVRC2012_val_00032268.JPEG,0.587949,0.18651743,0.13308223,0.20779786,0.21396646,0.397726,0.2511168,0.48664525,seq = 40,0.4548667700000001
ILSVRC2012_val_00000911.JPEG,0.6397684,0.27595228,0.21618125,0.26100928,0.18653296,0.25292832,0.32583183,0.44373816,seq = 40,0.45323544000000004
ILSVRC2012_val_00027740.JPEG,0.513248,0.07862057,0.068892546,0.07546628,0.077542976,0.06252442,0.07440232,0.14079897,seq = 40,0.45072358
ILSVRC2012_val_00029788.JPEG,0.6242177,0.1762965,0.19544926,0.2210681,0.23993592,0.18329811,0.20320128,0.30805507,seq = 40,0.4479212
ILSVRC2012_val_00033620.JPEG,0.75070196,0.622161,0.5474217,0.567473,0.5372684,0.39883205,0.36627474,0.30366495,seq = 40,0.44703701
ILSVRC2012_val_00008413.JPEG,0.6783328,0.37879127,0.34908265,0.3466076,0.28348154,0.3194726,0.23279826,0.3438595,seq = 40,0.4455345399999999
ILSVRC2012_val_00016038.JPEG,0.4777882,0.054788545,0.083534844,0.078707665,0.08425417,0.12352824,0.075888515,0.034688428,seq = 40,0.443099772
ILSVRC2012_val_00048990.JPEG,0.47992012,0.13122039,0.11084267,0.085761644,0.096324235,0.062813886,0.037057303,0.06205239,seq = 40,0.442862817
ILSVRC2012_val_00035513.JPEG,0.6035994,0.16482726,0.19525532,0.16152172,0.2878989,0.23927097,0.3137376,0.24199235,seq = 40,0.44207768000000003
ILSVRC2012_val_00038956.JPEG,0.7159086,0.5989243,0.5837213,0.53598297,0.48555624,0.48191163,0.47326848,0.27684978,seq = 40,0.43905882
ILSVRC2012_val_00016724.JPEG,0.66030914,0.4150603,0.3786295,0.5036902,0.45598024,0.43781853,0.40407816,0.22172353,seq = 40,0.43858560999999996
ILSVRC2012_val_00032119.JPEG,0.4444228,0.016630812,0.021881312,0.06487997,0.014654788,0.01546106,0.02413571,0.0062725917,seq = 40,0.4381502083
ILSVRC2012_val_00018029.JPEG,0.47913766,0.19962074,0.22931668,0.16485311,0.113141134,0.15393467,0.041305285,0.13486417,seq = 40,0.43783237500000005
ILSVRC2012_val_00010590.JPEG,0.53994256,0.19557332,0.1031615,0.15701869,0.1440737,0.2580571,0.17413874,0.34278077,seq = 40,0.43678105999999994
ILSVRC2012_val_00032417.JPEG,0.44650087,0.012210998,0.011663469,0.0102902055,0.011076079,0.017124211,0.02216127,0.049806457,seq = 40,0.4362106645
ILSVRC2012_val_00012805.JPEG,0.4615486,0.09205681,0.081386626,0.07561048,0.037982576,0.0459043,0.025674138,0.054569643,seq = 40,0.43587446199999996
ILSVRC2012_val_00047237.JPEG,0.4913268,0.05555299,0.059268232,0.10453097,0.06333859,0.06777214,0.18049793,0.16240075,seq = 40,0.43577381000000004
ILSVRC2012_val_00044164.JPEG,0.70170677,0.594659,0.6268896,0.61799836,0.5727204,0.57178056,0.576711,0.26600507,seq = 40,0.4357017
ILSVRC2012_val_00033086.JPEG,0.63636196,0.20973112,0.2241902,0.20103565,0.2506705,0.26435626,0.27617058,0.3146451,seq = 40,0.43532631
ILSVRC2012_val_00018700.JPEG,0.53760976,0.16876063,0.13406952,0.10380449,0.44855195,0.26676297,0.34234202,0.24471214,seq = 40,0.43380527
ILSVRC2012_val_00025224.JPEG,0.70160615,0.5660697,0.5710966,0.5748178,0.5482166,0.582561,0.56266797,0.26822713,seq = 40,0.43337902000000006
ILSVRC2012_val_00033270.JPEG,0.44090366,0.009335647,0.019509027,0.013944423,0.015217196,0.017636266,0.020014433,0.008314401,seq = 40,0.43258925899999995
ILSVRC2012_val_00017611.JPEG,0.4571278,0.025251795,0.09368122,0.03069474,0.026661737,0.067803815,0.038793564,0.06446261,seq = 40,0.43187600499999995
ILSVRC2012_val_00037225.JPEG,0.4985498,0.10865601,0.1290482,0.13795094,0.13627619,0.16438004,0.11270509,0.06740828,seq = 40,0.43114152
ILSVRC2012_val_00010414.JPEG,0.5771035,0.26210636,0.28778377,0.14622252,0.33959523,0.18077438,0.335194,0.40008885,seq = 40,0.43088097999999997
ILSVRC2012_val_00007320.JPEG,0.5524217,0.1873196,0.16489276,0.22512269,0.16069753,0.122627504,0.20301324,0.25215736,seq = 40,0.429794196
ILSVRC2012_val_00019254.JPEG,0.46043164,0.033634823,0.030692367,0.038928494,0.037005767,0.07434664,0.047092352,0.033344418,seq = 40,0.429739273
ILSVRC2012_val_00044428.JPEG,0.50750667,0.18334673,0.18447044,0.17295171,0.16727242,0.13059014,0.118718155,0.078142226,seq = 40,0.42936444400000007
ILSVRC2012_val_00013712.JPEG,0.47773337,0.10224443,0.06852099,0.048645593,0.10992933,0.12499618,0.069662064,0.10158021,seq = 40,0.429087777
ILSVRC2012_val_00033161.JPEG,0.6274631,0.252329,0.19854613,0.22633947,0.32530364,0.51129544,0.5511884,0.24105917,seq = 40,0.42891697000000006
ILSVRC2012_val_00017498.JPEG,0.5640568,0.17953053,0.15535834,0.1507836,0.13561702,0.15472272,0.1487196,0.36836046,seq = 40,0.42843978000000005
ILSVRC2012_val_00002147.JPEG,0.60795987,0.45566458,0.48434538,0.4154885,0.33843476,0.37251863,0.17969713,0.30073157,seq = 40,0.42826274
ILSVRC2012_val_00022424.JPEG,0.70031834,0.467831,0.50167614,0.36492452,0.38806167,0.4037026,0.46274373,0.27209136,seq = 40,0.42822698000000003
ILSVRC2012_val_00017491.JPEG,0.45912808,0.38839665,0.33998266,0.21670307,0.30917028,0.28218764,0.030921722,0.036372293,seq = 40,0.428206358
ILSVRC2012_val_00019769.JPEG,0.6021221,0.25114205,0.22561374,0.35039794,0.40188414,0.17784654,0.29617113,0.30106828,seq = 40,0.42427556
ILSVRC2012_val_00032735.JPEG,0.5776079,0.17517723,0.19114949,0.3095752,0.15343401,0.27069265,0.32317477,0.1912911,seq = 40,0.42417388999999994
ILSVRC2012_val_00043497.JPEG,0.544252,0.18090104,0.18812834,0.21312524,0.22594075,0.26302537,0.29356557,0.121108435,seq = 40,0.42314356499999994
ILSVRC2012_val_00028903.JPEG,0.7309375,0.30873746,0.39106715,0.3632307,0.44062236,0.38390803,0.4650396,0.444329,seq = 40,0.42220004
ILSVRC2012_val_00031258.JPEG,0.62498796,0.2662033,0.30182952,0.2239762,0.23996645,0.29073903,0.20350605,0.3904535,seq = 40,0.42148191
ILSVRC2012_val_00026703.JPEG,0.55409634,0.29849413,0.13353926,0.24795541,0.16550098,0.16302642,0.1425464,0.18404584,seq = 40,0.42055707999999997
ILSVRC2012_val_00002512.JPEG,0.5828511,0.43217632,0.43275064,0.44529718,0.25621554,0.16258568,0.20788275,0.57604945,seq = 40,0.42026541999999995
ILSVRC2012_val_00013518.JPEG,0.6415538,0.2939439,0.27930468,0.22245453,0.36110407,0.3001559,0.29993984,0.22336647,seq = 40,0.4190992699999999
ILSVRC2012_val_00008517.JPEG,0.49566573,0.19140992,0.10886313,0.07672913,0.10499312,0.09538814,0.15088426,0.48467514,seq = 40,0.4189366
ILSVRC2012_val_00026198.JPEG,0.6457438,0.53850013,0.57042277,0.5184621,0.54396194,0.55989957,0.39602298,0.22743109,seq = 40,0.41831271
ILSVRC2012_val_00033832.JPEG,0.53881335,0.18479276,0.15631796,0.12055304,0.120540656,0.15842922,0.22209443,0.18068258,seq = 40,0.418272694
ILSVRC2012_val_00036513.JPEG,0.4281231,0.03373637,0.021336662,0.04684413,0.010289473,0.053252954,0.04929658,0.19675234,seq = 40,0.417833627
ILSVRC2012_val_00027388.JPEG,0.43590364,0.27852237,0.21948734,0.10026665,0.08598626,0.31487852,0.020973643,0.047708265,seq = 40,0.414929997
ILSVRC2012_val_00042140.JPEG,0.52371836,0.18236989,0.14861275,0.17548893,0.1775479,0.17473026,0.21855234,0.11173788,seq = 40,0.41198048000000004
ILSVRC2012_val_00032247.JPEG,0.428116,0.035972755,0.046986718,0.01848424,0.04332911,0.07912214,0.03612773,0.030125195,seq = 40,0.40963176
ILSVRC2012_val_00041813.JPEG,0.70987654,0.50887585,0.512989,0.45716545,0.4674759,0.39198393,0.42241758,0.30117074,seq = 40,0.4087058
ILSVRC2012_val_00025705.JPEG,0.44400248,0.06186905,0.057593554,0.071994394,0.04905646,0.04290951,0.035707887,0.043877527,seq = 40,0.408294593
ILSVRC2012_val_00035508.JPEG,0.5613171,0.21843827,0.29216218,0.30860704,0.15368378,0.24819985,0.1691437,0.34447917,seq = 40,0.40763332
ILSVRC2012_val_00048781.JPEG,0.5454011,0.15810665,0.17624886,0.15362501,0.15305045,0.1380114,0.18656193,0.22544621,seq = 40,0.40738969999999997
ILSVRC2012_val_00012602.JPEG,0.47652996,0.38275865,0.45443982,0.3895064,0.31986013,0.20769909,0.07105907,0.19600557,seq = 40,0.40547089
ILSVRC2012_val_00028296.JPEG,0.46158287,0.18168497,0.12503783,0.08665781,0.056165867,0.06504079,0.059712995,0.078879945,seq = 40,0.405417003
ILSVRC2012_val_00026053.JPEG,0.5724611,0.16723397,0.18404567,0.19024584,0.17491107,0.21856746,0.22032292,0.20148945,seq = 40,0.40522712999999994
ILSVRC2012_val_00005066.JPEG,0.42621842,0.04797829,0.044260286,0.10058422,0.023441186,0.36375237,0.07203454,0.42048022,seq = 40,0.402777234
ILSVRC2012_val_00008269.JPEG,0.48344383,0.3995884,0.31988448,0.16346872,0.23587821,0.09066844,0.17820948,0.08169032,seq = 40,0.40175351000000004
ILSVRC2012_val_00048015.JPEG,0.40117425,0.009441424,0.0059016617,0.006541423,0.004129407,0.0036817002,0.0023017114,0.0018252465,seq = 40,0.3993490035
ILSVRC2012_val_00020870.JPEG,0.4004839,0.020133631,0.011444659,0.004763789,0.008359671,0.0035509074,0.0018917344,0.0036956836,seq = 40,0.3985921656
ILSVRC2012_val_00025134.JPEG,0.3980226,0.0017475948,0.0022831962,0.0042875917,0.0026007486,0.0016563553,0.0005779864,0.002001403,seq = 40,0.3974446136
ILSVRC2012_val_00033782.JPEG,0.58694625,0.3077949,0.31713206,0.364938,0.35510492,0.18993701,0.38752666,0.4577133,seq = 40,0.39700924000000004
ILSVRC2012_val_00000633.JPEG,0.5425584,0.14573969,0.33471423,0.24521491,0.30477843,0.2969582,0.50557935,0.5010566,seq = 40,0.39681871
ILSVRC2012_val_00013169.JPEG,0.7048053,0.48197925,0.5067562,0.48062795,0.41095456,0.30874014,0.49777046,0.36041644,seq = 40,0.39606515999999997
ILSVRC2012_val_00017871.JPEG,0.41983604,0.047996104,0.030303037,0.023826098,0.066506594,0.097801246,0.07661079,0.32395148,seq = 40,0.396009942
ILSVRC2012_val_00033472.JPEG,0.48432937,0.2351816,0.23813684,0.27529824,0.2246731,0.09173246,0.12835138,0.10073218,seq = 40,0.39259690999999997
ILSVRC2012_val_00028169.JPEG,0.55062944,0.2384114,0.23764592,0.2781355,0.2389196,0.30285126,0.23841,0.15822667,seq = 40,0.39240277
ILSVRC2012_val_00030824.JPEG,0.6612077,0.26887193,0.28240588,0.3110633,0.26955587,0.2931003,0.32261744,0.44511154,seq = 40,0.39233577
ILSVRC2012_val_00032557.JPEG,0.48141587,0.27234232,0.3206132,0.12576129,0.13427469,0.17290959,0.22013898,0.089778595,seq = 40,0.391637275
ILSVRC2012_val_00040262.JPEG,0.43988067,0.14382763,0.19068016,0.24042283,0.35151964,0.16192289,0.08035419,0.049226705,seq = 40,0.390653965
ILSVRC2012_val_00014914.JPEG,0.5710685,0.22313434,0.20520502,0.24356347,0.21286878,0.22838148,0.21005271,0.18066058,seq = 40,0.39040792
ILSVRC2012_val_00003671.JPEG,0.5105798,0.1219032,0.19571577,0.17580283,0.25259808,0.34944776,0.20478037,0.46080962,seq = 40,0.38867660000000004
ILSVRC2012_val_00010675.JPEG,0.44105622,0.09265059,0.06371517,0.053355403,0.07965522,0.0676116,0.13948035,0.096261375,seq = 40,0.387700817
ILSVRC2012_val_00022911.JPEG,0.3979613,0.013586565,0.012142583,0.012470938,0.010860724,0.01557212,0.010375849,0.01080426,seq = 40,0.387585451
ILSVRC2012_val_00017617.JPEG,0.61351144,0.37051073,0.33410457,0.36364502,0.35989657,0.42021823,0.3754346,0.22607902,seq = 40,0.38743242
ILSVRC2012_val_00000028.JPEG,0.42214933,0.12651362,0.09418839,0.10756598,0.124378815,0.035436884,0.09022806,0.043050654,seq = 40,0.386712446
ILSVRC2012_val_00047204.JPEG,0.45097542,0.06530267,0.06610856,0.12081433,0.19619134,0.41597414,0.35419312,0.36700875,seq = 40,0.38567275
ILSVRC2012_val_00035368.JPEG,0.7195693,0.33401197,0.40732542,0.55050135,0.48489642,0.54141986,0.6947486,0.69222105,seq = 40,0.38555733
ILSVRC2012_val_00007656.JPEG,0.44424772,0.13326822,0.15916911,0.09795614,0.155476,0.10442875,0.059167977,0.059009053,seq = 40,0.38523866700000003
ILSVRC2012_val_00009900.JPEG,0.44170085,0.14101945,0.21430126,0.21860997,0.18519187,0.15738735,0.09379984,0.05656641,seq = 40,0.38513443999999997
ILSVRC2012_val_00002634.JPEG,0.6218406,0.5331235,0.5034704,0.44776693,0.57026386,0.3087304,0.4962075,0.2383217,seq = 40,0.3835189
ILSVRC2012_val_00030509.JPEG,0.42235458,0.1083257,0.1660458,0.12078318,0.10557409,0.039829284,0.12026991,0.17639197,seq = 40,0.38252529599999996
ILSVRC2012_val_00013005.JPEG,0.49051404,0.14265816,0.14396074,0.15434687,0.1465438,0.109132715,0.2571558,0.26334944,seq = 40,0.381381325
ILSVRC2012_val_00031620.JPEG,0.43818218,0.18113533,0.16885588,0.19713245,0.17432633,0.17923956,0.05736825,0.076073855,seq = 40,0.38081392999999997
ILSVRC2012_val_00023346.JPEG,0.39195672,0.017072203,0.019682473,0.015865058,0.044492815,0.023097198,0.012341939,0.013342072,seq = 40,0.37961478099999996
ILSVRC2012_val_00002050.JPEG,0.43028486,0.055619884,0.063455716,0.052071795,0.05069612,0.058402605,0.090052314,0.16483207,seq = 40,0.37958874
ILSVRC2012_val_00039560.JPEG,0.550963,0.4943786,0.4679437,0.41207907,0.2609768,0.3460437,0.21771134,0.17166716,seq = 40,0.37929583999999994
ILSVRC2012_val_00045716.JPEG,0.48758635,0.29436648,0.10959769,0.24764398,0.19826344,0.10865296,0.20980796,0.1756867,seq = 40,0.37893339
